Gene symbol,Description,Astrocytes,Neuron,Oligodendrocyte Precursor Cell,Newly Formed Oligodendrocyte,Myelinating Oligodendrocytes,Microglia,Endothelial Cells
Rap1b,"RAP1B, member of RAS oncogene family",39.2,32.4,44.7,30.6,18.9,105.0,204.0
Rap1gap,RAP1 GTPase activating protein,20.9,27.2,109.9,90.5,35.6,2.6,0.3
Rap1gap2,,4.3,7.4,13.6,4.3,3.0,6.1,0.1
Rap1gds1,"RAP1, GTP-GDP dissociation stimulator 1",17.3,29.4,34.6,92.2,78.9,43.8,31.1
Rap2a,"RAP2A, member of RAS oncogene family",10.8,14.0,30.3,154.4,55.5,12.0,11.8
Rap2b,"RAP2B, member of RAS oncogene family",15.5,6.5,13.3,6.1,2.9,3.2,1.8
Rap2c,"RAP2C, member of RAS oncogene family",11.4,11.6,11.7,14.7,6.0,5.1,15.4
Rapgef1,Rap guanine nucleotide exchange factor (GEF) 1,11.0,21.4,22.5,57.9,10.6,35.1,20.4
Rapgef2,Rap guanine nucleotide exchange factor (GEF) 2,7.4,11.6,11.0,6.5,1.7,2.4,12.1
Rapgef3,Rap guanine nucleotide exchange factor (GEF) 3,29.3,2.1,13.3,5.1,6.1,0.8,15.7
Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4,1.6,5.9,5.1,20.3,59.4,2.4,25.7
Rapgef5,Rap guanine nucleotide exchange factor (GEF) 5,0.5,1.7,4.9,4.7,6.6,18.9,39.8
Rapgef6,Rap guanine nucleotide exchange factor (GEF) 6,3.3,5.0,3.2,2.2,0.6,1.8,12.7
Rapgefl1,Rap guanine nucleotide exchange factor (GEF)-like 1,1.3,10.2,5.4,1.8,1.9,2.1,0.3
Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,2.4,6.2,3.9,2.2,0.2,0.7,8.0
Rapsn,Receptor-associated protein of the synapse,0.1,0.1,0.1,0.1,0.1,3.7,0.1
Rara,"Retinoic acid receptor, alpha",6.4,5.0,3.0,1.2,0.2,2.3,7.2
Rarb,"Retinoic acid receptor, beta",0.6,3.1,1.3,0.3,0.1,0.1,0.4
Rarg,"Retinoic acid receptor, gamma",3.8,1.8,6.2,1.6,0.2,0.9,7.7
Rarres1,Retinoic acid receptor responder (tazarotene induced) 1,7.2,0.6,1.3,0.2,0.1,0.2,3.1
Rarres2,Retinoic acid receptor responder (tazarotene induced) 2,7.2,0.4,4.0,0.1,0.9,0.6,6.3
Rars,Arginyl-tRNA synthetase,16.0,9.1,22.8,11.3,1.9,12.8,16.7
Rars2,"Arginyl-tRNA synthetase 2, mitochondrial",7.1,5.0,6.0,3.7,1.5,1.7,3.6
Rasa1,RAS p21 protein activator (GTPase activating protein) 1,15.3,13.4,11.3,5.6,1.0,2.2,17.0
Rasa2,RAS p21 protein activator 2,40.9,5.7,7.0,2.8,0.5,1.1,3.3
Rasa3,RAS p21 protein activator 3,49.0,16.2,43.1,16.6,12.9,26.2,3.9
Rasa4,RAS p21 protein activator 4,0.1,4.2,1.6,0.1,0.2,47.6,1.0
Rasal1,RAS protein activator like 1 (GAP1 like),0.1,3.1,1.2,8.2,9.5,2.0,0.2
Rasal2,RAS protein activator like 2,6.2,4.7,4.3,3.2,2.4,0.8,8.0
Rasal3,,0.1,0.1,3.1,0.1,0.4,85.1,0.1
Rasd1,"RAS, dexamethasone-induced 1",2.3,4.6,3.7,0.1,0.1,1.8,39.6
Rasd2,"RASD family, member 2",0.4,4.8,2.8,3.2,1.1,17.8,1.4
Rasef,RAS and EF-hand domain containing,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rasgef1a,"RasGEF domain family, member 1A",0.1,6.8,2.5,0.8,2.3,2.5,0.4
Rasgef1b,"RasGEF domain family, member 1B",11.7,8.0,25.0,104.8,30.1,130.0,1.1
Rasgef1c,"RasGEF domain family, member 1C",0.1,4.8,0.9,0.5,1.2,0.9,0.1
Rasgrf1,Ras protein-specific guanine nucleotide-releasing factor 1,3.9,3.5,21.7,3.6,1.1,1.0,0.2
Rasgrf2,Ras protein-specific guanine nucleotide-releasing factor 2,0.2,2.9,0.8,0.8,0.6,0.5,0.1
Rasgrp1,RAS guanyl releasing protein 1 (calcium and DAG-regulated),8.3,1.6,2.3,0.2,1.3,0.9,0.2
Rasgrp2,RAS guanyl releasing protein 2 (calcium and DAG-regulated),0.9,10.4,2.7,0.9,0.6,1.1,8.6
Rasgrp3,RAS guanyl releasing protein 3 (calcium and DAG-regulated),0.7,0.3,3.9,0.4,0.3,23.9,78.0
Rasgrp4,RAS guanyl releasing protein 4,0.4,0.5,0.8,0.4,0.1,4.1,5.4
Rasip1,Ras interacting protein 1,1.3,6.8,0.8,0.4,0.2,0.6,140.6
Rasl10a,"RAS-like, family 10, member A",0.5,1.4,0.8,0.2,0.8,1.2,0.4
Rasl10b,"RAS-like, family 10, member B",14.8,15.8,19.3,5.9,11.0,14.4,0.3
Rasl11a,"RAS-like, family 11, member A",17.5,2.0,4.6,1.0,0.1,1.5,2.8
Rasl11b,"RAS-like, family 11, member B",26.3,5.8,4.8,3.1,6.1,1.9,1.3
Rasl12,"RAS-like, family 12",0.2,0.4,5.8,2.4,2.8,0.2,1.8
Rasl2-9-ps,,0.1,0.7,0.4,0.1,0.1,0.6,0.3
Rassf1,Ras association (RalGDS/AF-6) domain family 1,26.0,10.1,12.2,8.7,6.7,24.9,75.2
Rassf10,,8.7,0.6,0.5,5.7,1.1,0.1,0.1
Rassf2,Ras association (RalGDS/AF-6) domain family 2,20.5,7.2,26.0,17.8,15.9,41.9,10.3
Rassf3,Ras association (RalGDS/AF-6) domain family 3,1.8,4.5,3.3,1.1,1.5,22.4,70.1
Rassf4,Ras association (RalGDS/AF-6) domain family 4,0.2,9.0,5.8,1.2,1.1,16.9,1.1
Rassf5,Ras association (RalGDS/AF-6) domain family 5,0.3,2.5,2.6,0.3,0.3,23.2,0.3
Rassf6,Ras association (RalGDS/AF-6) domain family 6,0.1,1.1,0.1,0.1,0.1,0.1,0.1
Rassf7,Ras association (RalGDS/AF-6) domain family 7,0.2,0.9,0.1,0.3,0.4,0.5,0.4
Rassf8,Ras association (RalGDS/AF-6) domain family 8,4.1,2.9,4.6,11.6,12.2,2.1,16.7
Rassf9,,0.2,0.1,0.1,0.1,0.1,0.1,32.4
Raver1,"Ribonucleoprotein, PTB-binding 1",13.0,11.3,18.5,15.8,8.0,29.8,11.4
Raver1-fdx1l,,1.0,1.0,1.3,1.2,0.6,3.7,1.0
Raver2,"Ribonucleoprotein, PTB-binding 2",21.9,2.1,4.0,0.8,0.7,0.3,1.2
Rax,Retina and anterior neural fold homeobox,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rb1,Retinoblastoma 1 (including osteosarcoma),44.6,10.6,12.2,7.9,4.0,2.6,5.1
Rb1cc1,RB1-inducible coiled-coil 1,6.1,7.5,5.9,3.9,1.0,0.5,7.1
Rbak,RB-associated KRAB zinc finger,4.7,3.5,2.8,1.7,0.6,0.4,1.7
Rbbp4,Retinoblastoma binding protein 4,19.8,25.8,46.7,41.3,28.4,47.9,51.7
Rbbp5,Retinoblastoma binding protein 5,8.8,6.0,8.6,7.9,4.0,4.4,4.4
Rbbp6,Retinoblastoma binding protein 6,22.6,28.2,19.2,13.5,4.5,5.8,17.0
Rbbp7,Retinoblastoma binding protein 7,17.4,30.3,23.8,13.6,5.9,12.9,43.7
Rbbp8,Retinoblastoma binding protein 8,3.7,1.9,4.0,1.6,0.2,1.2,6.5
Rbbp9,Retinoblastoma binding protein 9,11.8,3.5,14.8,10.5,7.4,2.2,10.1
Rbck1,RanBP-type and C3HC4-type zinc finger containing 1,19.0,19.8,21.7,29.4,26.3,43.0,30.1
Rbfa,,8.3,9.9,12.3,8.1,6.6,18.8,6.5
Rbfox1,,0.3,12.7,4.9,0.9,0.8,0.7,0.3
Rbfox2,,9.7,54.5,11.3,4.5,1.8,1.9,8.9
Rbfox3,,0.3,18.2,2.7,0.4,2.3,2.5,0.5
Rbks,,1.3,0.5,0.4,2.9,4.1,3.4,2.7
Rbl1,Retinoblastoma-like 1 (p107),4.0,1.0,4.9,0.7,0.1,1.5,4.4
Rbl2,Retinoblastoma-like 2 (p130),7.7,5.5,9.6,9.8,8.4,3.6,4.6
Rbm10,RNA binding motif protein 10,3.4,3.0,3.7,3.4,1.8,2.1,2.3
Rbm11,RNA binding motif protein 11,0.1,1.8,3.9,3.2,3.9,0.1,0.1
Rbm12,,9.5,9.0,9.0,4.9,1.7,4.2,5.5
Rbm12b,RNA binding motif protein 12B,5.9,6.3,6.8,3.2,0.5,0.6,2.0
Rbm14,RNA binding motif protein 14,12.5,13.2,19.0,16.2,6.1,13.3,5.3
Rbm15,RNA binding motif protein 15,5.5,3.6,3.8,2.9,1.4,7.2,4.1
Rbm15b,RNA binding motif protein 15B,11.2,17.4,16.0,10.6,5.0,12.0,9.9
Rbm17,RNA binding motif protein 17,12.3,14.8,13.7,12.5,8.5,8.2,13.7
Rbm18,RNA binding motif protein 18,18.9,17.6,17.9,16.5,7.0,6.1,23.7
Rbm19,RNA binding motif protein 19,2.2,2.7,3.7,2.5,2.1,5.1,2.9
Rbm20,RNA binding motif protein 20,3.2,0.2,0.8,0.4,0.1,0.1,1.5
Rbm22,RNA binding motif protein 22,16.0,16.7,25.8,26.8,16.1,21.4,22.8
Rbm24,RNA binding motif protein 24,2.1,2.9,0.6,0.1,0.2,0.2,0.1
Rbm25,RNA binding motif protein 25,43.3,24.5,22.5,16.1,3.5,5.3,17.3
Rbm26,RNA binding motif protein 26,25.1,10.1,13.4,8.7,1.5,3.4,5.6
Rbm27,RNA binding motif protein 27,6.3,5.2,4.1,3.5,1.0,0.9,4.5
Rbm28,RNA binding motif protein 28,12.4,6.8,9.4,8.3,3.8,3.1,5.5
Rbm3,"RNA binding motif (RNP1, RRM) protein 3",5.2,7.6,5.4,5.2,1.4,4.7,12.9
Rbm31y,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rbm33,RNA binding motif protein 33,15.1,12.7,10.3,6.7,2.1,5.3,6.9
Rbm34,RNA binding motif protein 34,3.8,5.5,2.9,3.7,1.5,1.3,1.9
Rbm38,RNA binding motif protein 38,2.8,3.9,7.0,5.1,0.6,35.7,4.5
Rbm39,RNA binding motif protein 39,128.6,68.9,67.9,46.8,11.9,22.7,88.1
Rbm4,RNA binding motif protein 4,5.6,6.9,8.8,6.5,2.2,4.1,5.9
Rbm41,RNA binding motif protein 41,2.4,1.1,2.3,2.0,0.8,0.3,3.3
Rbm42,RNA binding motif protein 42,13.9,26.9,36.4,34.3,27.6,43.1,37.6
Rbm43,RNA binding motif protein 43,1.5,1.4,3.2,0.6,0.2,2.1,4.7
Rbm44,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rbm45,RNA binding motif protein 45,7.5,8.4,13.0,11.5,6.1,4.2,9.3
Rbm46,RNA binding motif protein 46,0.6,0.1,0.3,0.1,0.1,0.1,0.1
Rbm47,RNA binding motif protein 47,0.1,0.1,0.3,0.1,0.1,6.4,0.1
Rbm4b,RNA binding motif protein 4B,13.7,14.2,13.9,8.3,8.5,2.9,6.3
Rbm5,,51.0,31.8,31.3,21.7,6.7,20.2,21.8
Rbm6,RNA binding motif protein 6,11.1,7.3,4.4,3.6,1.0,1.5,4.7
Rbm7,RNA binding motif protein 7,26.6,16.3,22.3,17.4,7.4,6.8,33.8
Rbm8a,RNA binding motif protein 8A,4.4,6.9,5.3,4.8,3.4,3.0,5.9
Rbms1,"RNA binding motif, single stranded interacting protein 1",1.1,26.6,2.3,0.5,0.1,1.6,31.9
Rbms2,"RNA binding motif, single stranded interacting protein 2",3.1,1.5,2.0,3.0,3.4,2.8,9.8
Rbms3,"RNA binding motif, single stranded interacting protein",0.5,11.1,1.0,0.1,0.1,0.1,3.8
Rbmx,"RNA binding motif protein, X-linked",41.4,35.3,50.2,24.2,2.9,3.5,21.4
Rbmx2,"RNA binding motif protein, X-linked 2",2.2,2.7,2.5,1.8,1.3,1.0,1.8
Rbmxl2,"RNA binding motif protein, X-linked-like 2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rbmxrt,,18.9,20.6,23.1,12.9,7.3,14.2,18.3
Rbmy1a1,"RNA binding motif protein, Y-linked, family 1, member A1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rbp1,"Retinol binding protein 1, cellular",5.0,1.6,2.1,0.2,0.5,0.4,16.4
Rbp2,"Retinol binding protein 2, cellular",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rbp3,"Retinol binding protein 3, interstitial",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rbp4,"Retinol binding protein 4, plasma",0.5,2.7,4.0,0.6,0.6,0.2,0.1
Rbp7,"Retinol binding protein 7, cellular",0.1,0.1,0.1,0.1,0.1,0.1,0.5
Rbpj,Recombination signal binding protein for immunoglobulin kappa J region,4.4,2.8,4.6,6.8,2.7,8.9,1.4
Rbpjl,Recombination signal binding protein for immunoglobulin kappa J region-like,0.1,0.1,4.5,2.6,0.8,0.1,0.1
Rbpms,RNA binding protein with multiple splicing,0.6,0.5,1.2,0.2,0.3,8.7,50.1
Rbpms2,RNA binding protein with multiple splicing 2,4.8,0.3,0.6,0.1,0.1,0.4,0.9
Rbx1,Ring-box 1,8.4,20.9,17.0,14.8,12.9,4.8,14.0
Rc3h1,Ring finger and CCCH-type zinc finger domains 1,5.3,7.2,5.8,6.6,1.9,1.4,8.9
Rc3h2,Ring finger and CCCH-type zinc finger domains 2,8.5,9.8,6.9,7.1,1.9,1.0,4.5
Rcan1,Regulator of calcineurin 1,9.6,21.0,28.7,12.8,13.6,679.4,16.2
Rcan2,Regulator of calcineurin 2,0.4,79.4,16.3,10.5,19.1,0.9,1.8
Rcan3,RCAN family member 3,3.2,24.4,9.9,7.1,3.7,3.1,13.8
Rcbtb1,Regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1,8.0,8.8,9.2,22.4,16.8,2.6,8.9
Rcbtb2,Regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2,11.2,7.9,11.8,4.6,1.5,11.1,5.7
Rcc1,Regulator of chromosome condensation 1,7.7,4.4,8.9,6.1,4.8,7.7,5.7
Rcc2,Regulator of chromosome condensation 2,22.4,30.9,34.6,32.4,13.0,65.8,22.5
Rccd1,RCC1 domain containing 1,4.7,3.8,3.8,2.2,1.3,1.5,1.3
Rce1,"RCE1 homolog, prenyl protein peptidase (S. cerevisiae)",13.1,11.0,14.1,11.7,10.1,15.6,24.1
Rchy1,Ring finger and CHY zinc finger domain containing 1,13.1,16.4,13.5,14.3,13.0,8.5,14.5
Rcl1,RNA terminal phosphate cyclase-like 1,3.1,6.5,5.4,4.7,3.9,7.4,11.8
Rcn1,"Reticulocalbin 1, EF-hand calcium binding domain",12.1,7.8,49.3,16.8,1.2,1.6,13.9
Rcn2,"Reticulocalbin 2, EF-hand calcium binding domain",123.7,69.9,60.4,30.0,15.2,13.3,35.2
Rcn3,"Reticulocalbin 3, EF-hand calcium binding domain",3.2,1.9,17.0,19.9,2.5,1.9,23.7
Rcor1,REST corepressor 1,7.4,6.2,5.4,3.9,1.3,3.3,7.7
Rcor2,REST corepressor 2,2.9,5.3,7.7,8.9,7.2,0.5,0.8
Rcor3,REST corepressor 3,10.2,8.0,5.4,3.8,2.0,0.9,4.0
Rcsd1,RCSD domain containing 1,0.3,0.2,4.7,0.2,0.4,155.8,16.5
Rcvrn,Recoverin,0.1,0.4,0.1,0.2,0.1,0.1,0.1
Rd3,Retinal degeneration 3,0.1,0.1,0.1,0.3,0.1,0.1,1.2
Rdbp,RD RNA binding protein,6.4,6.6,13.3,8.9,10.1,16.9,14.3
Rdh1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rdh10,Retinol dehydrogenase 10 (all-trans),8.2,3.9,7.6,2.7,1.1,2.9,5.6
Rdh11,Retinol dehydrogenase 11 (all-trans/9-cis/11-cis),23.9,11.6,25.0,35.0,24.2,5.2,10.4
Rdh12,Retinol dehydrogenase 12 (all-trans/9-cis/11-cis),0.1,0.2,0.8,0.9,1.2,0.3,0.6
Rdh13,Retinol dehydrogenase 13 (all-trans/9-cis),7.1,11.2,5.3,2.8,0.6,1.9,1.4
Rdh14,Retinol dehydrogenase 14 (all-trans/9-cis/11-cis),12.1,8.5,9.5,7.6,7.2,5.4,6.3
Rdh16,Retinol dehydrogenase 16 (all-trans),0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rdh18-ps,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rdh19,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rdh5,Retinol dehydrogenase 5 (11-cis/9-cis),10.8,0.6,0.9,0.5,0.6,0.8,0.9
Rdh7,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rdh8,Retinol dehydrogenase 8 (all-trans),0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rdh9,,0.1,0.1,0.1,0.3,0.5,0.1,0.2
Rdm1,RAD52 motif 1,4.1,1.1,6.5,2.2,3.0,6.4,14.5
Rdx,Radixin,35.8,17.9,37.7,53.7,33.9,6.9,33.1
Rec8,REC8 homolog (yeast),0.1,0.1,0.1,0.1,0.1,0.1,0.8
Reck,Reversion-inducing-cysteine-rich protein with kazal motifs,6.1,1.8,3.8,1.8,0.5,0.2,5.7
Recql,RecQ protein-like (DNA helicase Q1-like),3.8,2.9,8.5,3.6,1.4,1.8,2.6
Recql4,RecQ protein-like 4,1.3,0.8,1.2,0.3,0.2,0.3,0.4
Recql5,RecQ protein-like 5,5.9,2.3,3.7,4.0,3.1,3.0,2.2
Reep1,Receptor accessory protein 1,2.8,55.4,34.1,31.1,2.3,0.5,40.2
Reep2,Receptor accessory protein 2,20.3,33.7,31.8,10.6,2.9,3.4,1.7
Reep3,Receptor accessory protein 3,31.0,5.8,28.3,58.7,52.4,14.6,31.4
Reep4,Receptor accessory protein 4,4.7,1.1,1.6,1.3,1.0,6.3,3.2
Reep5,Receptor accessory protein 5,38.5,129.3,66.6,301.5,190.6,58.9,39.8
Reep6,Receptor accessory protein 6,2.2,1.7,1.6,2.2,1.4,0.4,0.1
Refbp2,,1.6,1.4,2.0,0.7,0.6,2.8,1.3
Reg1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Reg2,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Reg3a,Regenerating islet-derived 3 alpha,0.2,0.1,0.1,0.1,0.1,0.1,0.1
Reg3b,,0.2,0.1,0.1,0.1,0.1,0.1,0.1
Reg3d,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Reg3g,Regenerating islet-derived 3 gamma,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Reg4,"Regenerating islet-derived family, member 4",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rel,V-rel reticuloendotheliosis viral oncogene homolog (avian),3.2,1.9,4.7,1.9,0.4,16.2,8.2
Rela,"V-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)",17.8,9.5,17.6,11.1,11.2,97.5,32.7
Relb,"V-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)",3.1,3.1,4.2,3.0,2.1,47.6,14.2
Rell1,RELT-like 1,6.0,10.7,13.1,43.5,10.1,1.1,67.5
Rell2,RELT-like 2,0.6,18.3,3.2,1.2,5.9,5.0,0.7
Reln,Reelin,1.2,849.0,0.4,0.1,0.2,0.1,0.6
Relt,RELT tumor necrosis factor receptor,5.2,4.9,3.8,11.0,4.8,11.0,1.2
Rem1,RAS (RAD and GEM)-like GTP-binding 1,0.1,0.1,0.2,0.1,0.1,0.1,1.2
Rem2,RAS (RAD and GEM)-like GTP binding 2,0.4,22.2,3.1,0.5,0.2,0.8,0.5
Ren1,,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Ren2,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Renbp,Renin binding protein,2.3,0.8,3.6,1.3,0.9,68.0,8.9
Rep15,Rab15 effector protein,0.1,0.2,1.9,1.1,0.2,0.3,0.7
Repin1,Replication initiator 1,11.6,5.4,14.1,8.8,2.2,6.8,2.5
Reps1,RALBP1 associated Eps domain containing 1,17.5,16.7,15.0,14.9,6.4,7.9,3.4
Reps2,RALBP1 associated Eps domain containing 2,0.1,5.0,3.7,1.5,0.8,0.2,0.1
Rer1,RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae),29.0,24.0,47.2,53.7,53.1,41.7,48.4
Rere,Arginine-glutamic acid dipeptide (RE) repeats,15.3,23.1,13.8,13.9,4.4,13.5,11.8
Rerg,"RAS-like, estrogen-regulated, growth inhibitor",0.1,1.2,0.8,0.3,0.1,0.1,0.8
Rergl,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Resp18,Regulated endocrine-specific protein 18,0.1,38.5,23.5,3.5,0.9,0.1,0.5
Rest,RE1-silencing transcription factor,5.5,0.5,2.5,2.9,0.5,1.1,3.5
Ret,Ret proto-oncogene,0.1,1.0,0.5,0.1,0.1,0.1,4.8
Retn,Resistin,0.1,0.4,0.1,0.1,0.2,0.1,0.1
Retnla,,0.1,0.2,0.1,0.1,0.2,17.0,0.1
Retnlb,Resistin like beta,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Retnlg,,0.1,0.1,0.9,0.1,0.7,6.9,0.9
Retsat,"Retinol saturase (all-trans-retinol 13,14-reductase)",6.8,1.0,5.0,2.9,3.5,10.0,9.5
Rev1,REV1 homolog (S. cerevisiae),9.9,6.2,7.1,5.3,1.1,1.8,5.9
Rev3l,"REV3-like, catalytic subunit of DNA polymerase zeta (yeast)",12.0,10.4,18.8,4.8,0.4,0.2,4.0
Rex2,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rexo1,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)",7.7,10.9,8.6,10.3,5.6,12.3,6.4
Rexo2,"REX2, RNA exonuclease 2 homolog (S. cerevisiae)",13.9,15.5,30.6,47.3,53.4,12.5,43.5
Rexo4,"REX4, RNA exonuclease 4 homolog (S. cerevisiae)",11.3,7.3,12.2,6.9,3.5,11.2,7.4
Rfc1,"Replication factor C (activator 1) 1, 145kDa",12.2,7.1,7.7,4.4,2.0,1.7,5.6
Rfc2,"Replication factor C (activator 1) 2, 40kDa",11.4,16.2,24.0,14.8,20.0,19.5,24.3
Rfc3,"Replication factor C (activator 1) 3, 38kDa",4.9,7.4,14.0,3.8,1.1,4.3,6.9
Rfc4,"Replication factor C (activator 1) 4, 37kDa",2.6,2.1,8.2,2.6,2.0,1.3,5.5
Rfc5,"Replication factor C (activator 1) 5, 36.5kDa",1.5,1.9,5.0,1.4,0.9,1.8,3.5
Rfesd,Rieske (Fe-S) domain containing,2.8,2.5,3.7,1.8,1.3,0.8,2.1
Rffl,Ring finger and FYVE-like domain containing 1,1.4,1.1,1.5,14.0,26.2,21.3,4.8
Rfk,Riboflavin kinase,12.9,27.5,28.0,19.9,15.1,10.6,14.6
Rfng,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,19.6,27.2,22.5,18.6,9.1,12.4,5.0
Rfpl3s,Ret finger protein-like 3 antisense,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rfpl4,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rfpl4b,Ret finger protein-like 4B,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rft1,RFT1 homolog (S. cerevisiae),7.4,3.7,4.2,7.9,8.2,9.1,6.8
Rftn1,"Raftlin, lipid raft linker 1",0.1,3.0,0.9,5.9,27.1,9.5,5.8
Rftn2,Raftlin family member 2,25.5,2.4,20.2,11.3,9.0,0.6,5.4
Rfwd2,Ring finger and WD repeat domain 2,1.5,2.0,2.4,1.9,1.1,0.7,2.0
Rfwd3,Ring finger and WD repeat domain 3,4.3,2.0,3.2,2.7,1.9,2.5,4.4
Rfx1,"Regulatory factor X, 1 (influences HLA class II expression)",4.7,9.7,3.9,3.0,0.5,5.0,1.7
Rfx2,"Regulatory factor X, 2 (influences HLA class II expression)",2.7,4.6,0.6,0.5,0.3,0.2,1.2
Rfx3,"Regulatory factor X, 3 (influences HLA class II expression)",7.7,5.0,3.4,1.9,0.3,0.5,1.2
Rfx4,"Regulatory factor X, 4 (influences HLA class II expression)",29.8,1.6,7.5,1.3,0.4,0.2,0.1
Rfx5,"Regulatory factor X, 5 (influences HLA class II expression)",9.5,5.3,5.1,2.4,0.7,4.5,2.0
Rfx6,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rfx7,,10.4,10.7,8.7,5.5,0.8,0.9,4.0
Rfx8,,0.5,0.1,0.1,0.1,0.1,0.1,0.7
Rfxank,Regulatory factor X-associated ankyrin-containing protein,6.6,2.0,3.1,3.3,2.9,3.2,3.3
Rfxap,Regulatory factor X-associated protein,5.4,11.3,11.6,6.9,3.1,3.4,4.4
Rg9mtd1,RNA (guanine-9-) methyltransferase domain containing 1,8.2,8.2,8.3,4.9,1.5,1.7,14.3
Rg9mtd2,RNA (guanine-9-) methyltransferase domain containing 2,2.8,1.8,3.1,2.3,1.0,1.0,3.3
Rg9mtd3,RNA (guanine-9-) methyltransferase domain containing 3,2.6,3.0,2.5,1.9,2.0,1.2,3.7
Rgag1,Retrotransposon gag domain containing 1,0.7,3.5,0.5,0.1,0.1,0.1,0.1
Rgag4,Retrotransposon gag domain containing 4,3.0,5.9,3.4,3.2,5.9,1.5,0.5
Rgl1,Ral guanine nucleotide dissociation stimulator-like 1,9.6,3.0,5.0,1.1,0.9,19.7,35.9
Rgl2,Ral guanine nucleotide dissociation stimulator-like 2,21.4,14.0,15.4,10.5,5.8,51.1,33.1
Rgl3,Ral guanine nucleotide dissociation stimulator-like 3,5.9,0.3,5.0,2.1,0.3,8.3,0.6
Rgma,"RGM domain family, member A",83.1,25.7,11.4,11.8,9.5,1.0,1.2
Rgmb,"RGM domain family, member B",3.0,52.9,2.6,4.1,3.6,10.7,4.0
Rgn,Regucalcin (senescence marker protein-30),0.1,0.1,0.2,0.1,0.1,0.1,0.1
Rgnef,Rho-guanine nucleotide exchange factor,0.6,1.5,4.1,12.3,12.0,0.1,8.2
Rgp1,RGP1 retrograde golgi transport homolog (S. cerevisiae),11.2,7.2,6.4,8.5,6.8,6.9,6.2
Rgr,Retinal G protein coupled receptor,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rgs1,Regulator of G-protein signaling 1,0.1,0.1,23.2,0.4,1.4,194.6,0.1
Rgs10,Regulator of G-protein signaling 10,0.4,17.5,27.4,2.9,6.2,437.8,3.0
Rgs11,Regulator of G-protein signaling 11,0.3,8.7,1.3,1.2,0.4,0.9,0.1
Rgs12,Regulator of G-protein signaling 12,17.6,15.3,4.6,2.6,1.1,2.2,54.0
Rgs13,Regulator of G-protein signaling 13,0.1,0.2,0.1,0.1,0.1,0.1,0.1
Rgs14,Regulator of G-protein signaling 14,0.1,0.3,0.9,0.1,0.5,8.7,0.2
Rgs16,Regulator of G-protein signaling 16,12.5,8.6,1.1,54.2,10.2,1.3,46.6
Rgs17,Regulator of G-protein signaling 17,1.5,5.7,3.1,0.5,0.3,0.1,0.1
Rgs18,Regulator of G-protein signaling 18,0.1,0.1,0.3,0.1,0.1,0.2,0.1
Rgs19,Regulator of G-protein signaling 19,2.9,5.1,7.1,1.7,0.9,34.7,11.1
Rgs2,"Regulator of G-protein signaling 2, 24kDa",18.6,15.6,18.1,1.6,1.1,99.9,16.1
Rgs20,Regulator of G-protein signaling 20,55.9,3.7,8.5,1.3,1.2,0.4,0.3
Rgs22,Regulator of G-protein signaling 22,0.4,0.1,0.1,0.1,0.1,0.1,0.1
