,MouseGene Symbol,Mouse.7Description,X.8Myeloid Activation (Fine),X.9Myeloid Activation (Coarse),X.10Immune-Specific,adjP-PS2APP,lfc-PS2APP,adjP-7-13months-1,lfc-7-13months-1,adjP-7-13months-2,lfc-7-13months-2,adjP-WT-5xFAD,lfc-WT-5xFAD,adjP-Trem2KO-5xFAD,lfc-Trem2KO-5xFAD,adjP-Trem2KOvWT,lfc-Trem2KOvWT,adjP-Trem2KOvWT-5xFAD,lfc-Trem2KOvWT-5xFAD,adjP-APPswe/PS1dE9,lfc-APPswe/PS1dE9,adjP-hMAPT-P301L,lfc-hMAPT-P301L,adjP-X6.2hMAPT-P301S,lfc-X6.2hMAPT-P301S,adjP-hSOD1-G93A-d65,lfc-hSOD1-G93A-d65,adjP-hSOD1-G93A-d100,lfc-hSOD1-G93A-d100,adjP-2MFP2ko,lfc-2MFP2ko,adjP-transischemia,lfc-transischemia,adjP-4wkcuprizoneWT,lfc-4wkcuprizoneWT,adjP-12wkcuprizoneWT,lfc-12wkcuprizoneWT,adjP-4wkcuprizoneTrem2KO,lfc-4wkcuprizoneTrem2KO,adjP-12wkcuprizoneTrem2KO,lfc-12wkcuprizoneTrem2KO,adjP-LPS,lfc-LPS,adjP-LPSmogene,lfc-LPSmogene,adjP-LCMV,lfc-LCMV,adjP-GBM,lfc-GBM,adjP-GBM-CSF1Rblock,lfc-GBM-CSF1Rblock,adjP-repop-MG,lfc-repop-MG,adjP-infiltrating-MG,lfc-infiltrating-MG,adjP-22Mvs4-12M-Cb,lfc-22Mvs4-12M-Cb,adjP-22Mvs4-12M-Ctx,lfc-22Mvs4-12M-Ctx,adjP-22Mvs4-12M-Hp,lfc-22Mvs4-12M-Hp,adjP-22Mvs4-12M-Str,lfc-22Mvs4-12M-Str,adjP-PS2APP-13months,lfc-PS2APP-13months,adjP- SOD1G93A-D28,lfc- SOD1G93A-D28,adjP- SOD1G93A-D42,lfc- SOD1G93A-D42,adjP- SOD1G93A-D56,lfc- SOD1G93A-D56,adjP- SOD1G93A-D70,lfc- SOD1G93A-D70,adjP- SOD1G93A-D98,lfc- SOD1G93A-D98,adjP- SOD1G93A-D112,lfc- SOD1G93A-D112,adjP- SOD1G93A-D126,lfc- SOD1G93A-D126,adjP-AD-fusiform,lfc-AD-fusiform,adjP-AD-temp,lfc-AD-temp,adjP-ALS,lfc-ALS,adjP-ALS-MN,lfc-ALS-MN,adjP-FTDprogranulin,lfc-FTDprogranulin,adjP-HD,lfc-HD
656,Cdt1,chromatin licensing and DNA replication factor 1,26,Proliferation,,0.5299,0.5323,0.9992,0.07754,0.5745,0.6112,0.7958,1.103,0.6816,-0.756,0.9781,1.042,0.7953,-0.8176,0.8681,0.03213,1,0,1,0,1,0,0.03594,1.706,0.9025,0.2026,0.003042,2.042,0.8318,-1.262,0.4388,1.37,0.9992,-0.2624,0.4372,1.808,0.0001637,2.213,0.8767,0.41,0.06216,2.51,0.008239,1.896,0.005024,-0.7768,0.5844,0.2916,0.000001147,1.859,0.1003,0.5552,0.1696,0.287,0.5479,0.214,0.6492,0.1829,0.1928,0.4278,0.3283,0.2975,0.5282,0.1503,0.9084,0.04199,0.7158,0.2761,0.311,0.2558,0.0108,0.6071,0.001937,0.9896,0.5435,-0.08862,0.3205,-0.09104,0.9882,-0.1369,0.9462,0.1501,0.3631,-0.1261,0.06814,-0.11
657,Ube2t,ubiquitin-conjugating enzyme E2T (putative),26,Proliferation,LCMV-Specific,1,0,1,0,1,0,0.9699,-0.1227,0.8533,0.4957,0.9991,-0.1357,0.8357,0.4827,0.9167,-0.008969,1,0,1,0,1,0,1,0,0.1256,1.238,0.01066,2.116,0.9993,-0.1338,0.9904,0.02201,0.7993,-0.9986,0.9659,-0.1041,1,0,0.8045,0.5305,0.006146,3.279,0.001025,2.483,0.02558,-0.9412,0.471,-0.7257,0.02032,1.008,0.0846,0.5192,0.1867,0.3494,0.8634,0.0821,0.003314,0.6814,0.9618,0.03003,0.7972,0.09805,0.8546,0.0483,0.8107,0.1339,0.7543,0.2442,0.8634,0.0601,0.1614,-0.1717,0.3586,-0.1508,0.0004508,-0.5138,1.03E-11,-0.7636,0.9847,0.1404,0.9668,0.1154,,,4.52E-08,-0.4216
658,Rnf213,ring finger protein 213,18,Interferon-Related,,0.07915,0.5392,0.7442,0.3338,0.2756,0.3783,0.8445,0.6232,0.9811,-0.1152,0.9991,-0.673,0.4225,-1.411,0.6987,0.07957,0.8981,0.1385,0.002318,1.058,0.899,0.06825,0.6901,0.1791,0.4848,1.147,0.9771,0.09644,0.9481,0.5985,0.3853,-2.836,0.8682,-0.964,0.4283,-1.824,6.24E-13,1.532,0.05524,2.806,0.00006721,3.356,0.001567,2.857,,,0.03822,2.167,4.96E-09,2.323,0.1523,0.5022,0.06974,0.4068,0.08583,0.3051,0.0312,0.4542,,,0.1987,0.3229,0.8116,-0.06236,0.6101,0.1841,0.531,0.3403,0.2087,0.268,0.01601,0.396,0.01446,0.6164,0.0007942,0.3679,0.126,-0.1886,0.9334,-0.4969,0.8692,-0.388,,,4.79E-11,0.3845
659,Jam2,junction adhesion molecule 2,3,,,0.3705,-0.3636,0.9992,0.2443,0.8911,-0.1053,0.6417,0.5573,0.9213,0.2684,0.9991,0.2598,0.9919,-0.02905,0.003676,0.3499,0.9824,-0.0401,0.05101,-1.391,0.4246,-0.3698,0.00002454,-1.254,0.07775,-1.775,0.3449,-0.6673,0.9436,-0.5207,0.8841,-0.2162,0.9941,0.3154,0.5001,0.9996,0.0001036,-1.911,0.2011,-2.035,0.8888,-0.2543,0.0009946,-3.251,0.3564,-0.4444,0.0825,-1.121,2.13E-10,-6.95,0.7049,-0.2482,0.08827,-0.6772,0.8634,-0.129,0.8415,-0.1706,0.828,-0.06102,0.6263,0.1387,0.5166,-0.1949,0.781,-0.1335,0.8718,-0.1044,0.6818,0.09285,0.005482,0.5749,0.01121,0.749,0.5235,0.06975,0.2036,0.1169,0.9998,0.002413,0.9024,0.2798,0.3733,0.4948,0.05734,0.2969
660,Fam132a,"family with sequence similarity 132, member A",10,LPS-Related,,0.9929,0.02006,0.9992,0.104,1,0,0.8783,0.3536,0.4033,1.403,0.9991,-0.542,0.6785,0.5077,0.0314,0.6543,1,0,1,0,1,0,1,0,0.6407,-0.5544,0.916,0.2315,0.9768,0.3266,0.5088,1.334,0.9457,0.5617,0.4283,2.31,0.6897,-0.5093,0.9896,0.04212,0.9535,-0.1396,0.01219,1.467,0.09251,0.5181,0.3733,1.251,9.16E-07,3.208,0.7314,-0.2546,0.8157,0.2921,0.5917,-0.3074,0.4532,-0.6558,0.3508,-0.2036,0.9206,-0.03758,0.8508,-0.1102,0.8056,-0.2122,0.7127,0.2529,0.8021,0.1161,0.1854,0.3216,0.8483,0.06023,0.194,-0.2417,0.4578,0.06002,,,,,,,0.9755,-0.002754
661,Plxdc2,plexin domain containing 2,6,Microglia,,0.8957,0.05879,0.906,0.2676,0.8724,0.06954,0.8477,0.2429,0.7848,-0.291,0.9991,0.1158,0.6149,-0.4182,0.2382,0.1931,0.9499,-0.06302,0.7468,-0.1286,0.1899,-0.3652,0.3036,-0.2525,0.06586,-0.8043,0.4677,-0.5582,0.985,-0.2605,0.4089,-1.402,0.9992,-0.04918,0.5068,-0.9483,2.67E-17,-2.743,0.04611,-2.616,0.2661,-0.8369,0.0005002,-4.093,0.1604,0.824,0.9863,-0.01391,1.61E-08,-1.653,0.3304,-0.3701,0.1635,-0.2175,0.2211,-0.2339,0.1873,-0.2884,0.00004408,0.6894,0.1506,0.3875,0.7747,-0.07961,0.9358,0.03442,0.9779,-0.02891,0.2023,0.2867,0.0005291,0.8296,0.002832,1.068,0.0002378,0.415,3.26E-10,0.6778,0.8448,0.6112,0.9425,-0.1261,,,0.0001436,0.4408
662,Slc25a37,"solute carrier family 25, member 37",3,,,0.9377,0.085,0.9992,-0.1506,0.2843,-0.4786,,,,,,,,,0.0000438,-0.6564,0.9598,-0.05743,0.01265,-1.08,0.6772,-0.1583,0.03751,-0.6495,,,0.4502,-0.372,,,,,,,,,0.000003115,-1.062,0.3578,-0.8714,0.154,-0.9158,,,0.5023,0.1414,0.2515,-0.8151,4.29E-08,-2.174,0.2698,-0.2897,0.02935,-0.3705,0.6748,-0.1047,0.3008,-0.2695,0.6775,0.07941,0.6554,0.1447,0.741,0.09748,0.92,-0.05427,0.8352,0.2042,0.6416,-0.1085,0.4729,-0.1497,0.7692,-0.1041,0.03942,0.1503,0.007991,0.2121,0.9677,-0.2649,0.6202,0.6063,0.6051,-0.1622,0.6962,-0.04575
663,Rtp4,receptor transporter protein 4,18,Interferon-Related,,0.00365,1.122,0.9992,0.4295,0.0952,0.8841,0.2568,1.167,0.2249,1.329,0.9354,-0.6743,0.7244,-0.5123,0.0002798,0.941,0.9263,0.1644,0.04286,2.334,0.9094,0.1621,0.04199,1.085,0.05442,1.269,0.08671,0.8959,0.9624,0.7067,0.7748,-0.3858,0.9889,0.4063,0.8208,-0.381,2.07E-07,3.183,0.03879,2.119,0.00001242,2.959,0.0004451,2.979,0.4102,-0.5259,0.4596,0.5072,0.08414,-0.3248,0.007791,0.7499,0.0009645,0.8194,0.001375,0.8567,0.00002328,1.195,0.01617,0.9236,0.8368,-0.07631,0.2719,-0.3269,0.8118,-0.1118,0.7711,-0.1748,0.6905,0.2195,0.0004271,0.9031,0.01064,0.6443,0.3551,-0.1382,0.9304,-0.00929,0.9998,0.006027,0.4953,0.8309,0.1584,0.6101,0.03181,0.08413
664,Plxnd1,plexin D1,17,LPS-Related,,0.9666,-0.09542,0.8249,-0.6131,0.2079,0.8272,0.01099,3.133,0.6413,1.304,0.9286,0.884,0.7356,-0.9454,0.005597,0.6875,0.7755,0.4217,0.09219,3.062,1,0,0.2897,1.114,0.03628,2.709,0.4628,1.164,0.9287,0.9379,0.9914,-0.07456,0.9992,0.1519,0.5526,-2.207,0.01026,1.607,0.04922,3.564,0.8225,0.8034,0.001734,3.977,0.2867,0.3603,0.1028,1.264,2.52E-08,2.816,0.1369,0.6977,0.9412,-0.03958,0.6696,-0.1865,0.6537,-0.3035,0.6695,-0.08863,0.2221,0.417,0.9976,0.002501,0.9483,-0.03168,0.7535,0.2444,0.3769,0.327,0.06823,0.4582,0.00581,0.8317,0.00105,0.3023,0.2773,0.07887,0.8886,0.6202,0.2773,1.318,0.1331,0.33,0.000001958,0.3647
665,Idh3a,isocitrate dehydrogenase 3 (NAD+) alpha,21,,,0.6951,-0.3203,0.9934,-0.4668,0.9604,-0.07665,0.8219,1.117,0.96,0.2011,0.9997,-0.001844,0.484,-0.9177,0.5398,0.05959,0.953,-0.1157,0.9477,-0.2697,0.6589,0.3773,0.8419,0.1466,0.1197,0.8985,0.04692,1.304,0.9832,0.439,0.9846,-0.09601,0.9992,0.04519,0.719,-1.401,0.006095,1.81,0.0765,1.924,0.9226,0.2256,0.7368,0.1448,0.003539,-0.9115,0.8588,0.08373,0.0001819,0.7026,0.6074,-0.3366,0.7054,0.1482,0.7991,-0.1252,0.9453,-0.05171,0.7148,-0.05842,0.9894,-0.007795,0.3327,-0.2967,0.994,0.005088,0.9298,-0.08018,0.6771,0.09256,0.6144,-0.09144,0.7482,-0.08645,0.002187,-0.1803,0.000002299,-0.2326,,,,,0.4379,-0.3745,0.0001801,-0.4312
666,Cdca5,cell division cycle associated 5,26,Proliferation,,1,0,1,0,1,0,0.9176,0.7678,0.6836,1.13,0.9991,-0.8205,0.9418,-0.458,0.8951,0.05984,1,0,1,0,0.9906,0.0233,0.2259,0.905,0.8119,0.6795,0.1153,1.312,0.9318,1.062,0.5383,-0.8112,0.9992,0.4899,0.4931,-0.9761,1,0,0.8419,0.2906,0.01052,3.659,0.001364,3.861,0.000908,-1.093,0.6223,-0.5954,0.000000973,2.56,0.0001909,0.9107,0.001691,0.8344,0.06341,0.6389,0.04573,0.6366,1,0,0.0672,0.5744,0.8,-0.06361,0.6856,0.1858,0.8877,0.102,0.7652,0.06186,0.1301,0.3104,0.1337,0.3111,0.000009524,-0.6305,0.0005172,-0.3247,0.9794,-0.1539,0.845,-0.2309,,,0.2694,-0.04868
667,Tubb6,"tubulin, beta 6 class V",17,LPS-Related,,0.3749,0.6575,0.9992,-0.1752,0.6708,0.3799,0.9821,-0.05059,0.8561,0.2499,0.9991,0.04755,0.728,0.348,0.03944,0.4708,0.9597,-0.1027,0.01243,4.736,0.002212,-1.754,0.1894,0.5634,0.1282,0.8377,0.03419,2.384,0.8451,0.7989,0.3853,2.662,0.9992,-0.06519,0.4283,2.46,0.1402,1.2,0.3323,1.054,0.6682,-0.9938,0.001931,1.79,0.007021,-0.772,0.7033,0.1993,4.28E-08,2.115,0.06949,0.5954,0.3428,0.3478,0.2411,0.466,0.2512,0.4074,0.2122,0.2781,0.2437,0.342,0.8184,-0.05947,0.6048,0.199,0.9358,0.06041,0.01386,0.6589,0.0004582,1.33,0.0009315,1.639,0.009343,0.3892,0.00002142,0.4203,0.7093,1.085,0.9668,-0.05634,0.3025,0.7928,0.01088,0.3655
668,2810417H13Rik,RIKEN cDNA 2810417H13 gene,26,Proliferation,,0.4713,-0.6349,0.9992,-0.115,0.3498,-1.037,0.9899,-0.08297,0.9662,-0.2144,0.9991,-0.5471,0.8213,-0.6786,0.00355,-0.4333,0.5127,0.732,0.5633,-1.314,0.6846,0.565,0.3163,0.7434,0.7525,0.5181,0.03319,2.32,0.8151,2.483,0.9488,-0.108,0.9992,0.7803,0.6842,1.676,0.9119,-0.1362,0.6161,-0.8051,0.004389,2.388,0.002665,4.783,0.0001916,-2.248,0.2613,-1.747,1.54E-08,2.859,0.03283,0.8397,0.002554,1.082,0.1589,0.4265,0.06307,0.6802,0.8229,-0.1656,0.8228,0.07149,0.5207,0.1688,0.8436,0.0833,0.9866,0.01714,0.6942,0.1005,0.8338,0.03387,0.7831,-0.0607,0.489,0.1295,0.4187,0.06691,,,,,0.09195,0.4138,0.01044,0.1747
669,Tmem178,transmembrane protein 178,17,LPS-Related,,0.3631,0.9661,0.9992,0.4335,1,0,0.4067,0.9893,0.9895,-0.03915,0.9991,0.04908,0.2336,-0.9794,3.79E-07,2.046,1,0,1,0,1,0,0.09356,1.712,0.4854,-0.3733,0.4083,1.091,0.8803,0.9745,0.8991,0.6412,0.9936,-0.5373,0.7348,-0.5981,0.5166,-0.8847,0.956,-0.2223,0.9222,-0.2308,0.0831,-0.8599,,,1,0,1,0,0.00002509,2.214,0.0007496,0.7402,0.0003808,1.071,0.02141,0.7174,0.6137,0.1883,0.6472,0.1407,0.661,0.1089,0.5401,-0.3314,0.8751,0.08976,0.9599,-0.01327,0.06202,-0.3453,0.02855,-0.4348,0.003404,-0.4144,4.03E-10,-0.7905,0.7278,0.6545,0.3105,0.9778,,,0.00003526,-0.4497
670,Fam212a,"family with sequence similarity 212, member A",2,,,0.2195,-0.6039,0.9992,-0.07845,0.8911,-0.1099,0.05853,-1.171,0.789,-0.4064,0.9483,-0.6234,0.9154,0.1414,0.001006,-0.3337,0.8415,-0.3235,0.7748,-0.7332,0.4546,-0.5336,0.009629,-1.301,0.04413,-1.229,0.1873,-0.9436,0.9993,-0.1278,0.5279,-1.789,0.9552,-0.6681,0.6396,-0.8563,0.008531,-1.792,0.4437,-1.09,0.8083,-0.5042,0.001985,-1.907,,,0.4952,-0.3553,3.96E-07,-1.709,0.1491,-0.4286,0.1077,-0.34,0.3286,-0.2335,0.4288,-0.2067,0.7822,0.1247,0.5291,0.1809,0.5557,-0.1342,0.8522,-0.07356,0.8649,0.1024,0.8289,0.04597,0.5234,0.08814,0.1673,0.2102,0.642,0.05887,0.3022,-0.07638,0.9824,-0.09968,0.5393,-0.4818,,,0.5223,-0.02568
671,Gpr155,G protein-coupled receptor 155,6,Microglia,,0.453,-0.2527,0.9992,0.04642,0.5268,-0.4193,0.7145,-1.177,0.9094,0.4946,0.8588,-1.852,0.9712,-0.18,0.3596,-0.08301,0.9207,0.1183,0.2688,-0.86,0.1971,-0.4522,0.1756,-0.4291,0.1073,-0.8731,0.794,-0.4387,0.9046,-0.6559,0.3853,-1.806,0.9992,-0.07749,0.858,0.2795,0.009934,-0.8808,0.8889,-0.7566,0.8549,-0.594,0.0005452,-2.859,0.5335,0.2093,0.09227,-0.7897,1.90E-09,-2.451,0.1464,-0.4357,0.1691,-0.2081,0.2364,-0.211,0.1328,-0.2826,0.9034,-0.02895,0.5166,0.1977,0.9736,-0.01084,0.8395,-0.08763,0.9077,0.07405,0.9588,0.01207,0.3389,-0.1678,0.2957,-0.1597,0.008079,-0.2454,1.94E-13,0.8065,0.9214,0.5382,0.6057,0.9005,,,0.003357,-0.5928
672,Ecscr,endothelial cell surface expressed chemotaxis and apoptosis regulator,3,,,0.2176,-0.5635,0.6607,-0.4947,0.003405,-0.87,0.899,-0.6241,0.9405,-0.4774,0.9991,0.6465,0.829,0.7931,5.94E-07,-1.175,0.2043,-0.6296,0.000006445,-2.923,0.4262,-0.6919,0.2424,-0.7674,0.03977,-1.682,0.08435,-1.101,0.9415,-0.9547,0.7423,1.137,0.9992,-0.3965,0.5098,1.838,1.35E-16,-2.63,0.1516,-1.447,0.5558,-1.044,0.002148,-2.297,,,0.3452,-1.047,2.13E-10,-5.53,0.07599,-0.504,0.01962,-0.3689,0.4189,-0.1693,0.2028,-0.242,0.3942,-0.2651,0.08159,0.5744,0.9388,-0.03804,0.5344,0.3194,0.9166,0.071,0.06648,0.3204,0.8399,0.04008,0.05771,0.4287,0.2046,-0.2485,,,,,,,,,0.5137,-0.04249
673,Ube2c,ubiquitin-conjugating enzyme E2C,26,Proliferation,,0.1643,1.304,1,0,1,0,0.04654,2.714,0.9795,0.1068,0.6938,1.919,0.6885,-0.6885,0.1108,0.3689,1,0,1,0,1,0,0.3999,0.8528,0.2244,0.9469,0.9059,0.1936,0.831,0.9708,0.6254,1.583,0.768,1.695,0.4283,2.936,1,0,0.8988,-0.2215,0.000001059,5.755,0.0008327,3.6,0.005027,-1.992,0.7629,-0.2569,5.36E-07,3.015,0.001189,1.133,0.001626,1.605,0.03447,0.7219,0.004775,1.143,1,0,0.4698,0.291,0.3421,0.2108,0.4869,0.2837,0.8336,0.1482,0.3263,0.2089,0.00534,0.5693,0.02584,0.5947,1,0,0.8701,-0.01938,0.931,-0.2943,0.3234,-0.7898,0.09342,0.2688,0.8013,-0.01906
674,Anln,"anillin, actin binding protein",26,Proliferation,LCMV-Specific,0.4633,-0.6483,0.9992,-0.07415,0.6052,0.455,0.9748,-0.1999,0.9295,0.4113,0.9991,-0.4354,0.9682,0.1758,0.2071,0.1585,0.8652,0.2872,0.3087,-1.702,0.0002117,1.774,0.5675,0.3784,0.4551,0.9986,0.1991,2.131,1,-0.02191,0.6896,-1.404,0.768,2.116,0.4283,1.721,0.7198,-0.3675,0.7312,-0.4268,0.000001279,5.423,0.001575,3.798,0.005939,-1.582,0.6074,0.5001,5.53E-09,3.985,0.5418,0.2098,0.6401,0.2978,0.1604,-0.5943,0.7801,-0.156,0.4863,0.1161,0.9493,-0.02268,0.405,-0.2144,0.8183,0.1643,0.9988,0.0004517,0.8634,0.03859,0.7765,0.05208,0.3161,0.2185,0.000003251,0.9324,0.0003447,0.5012,0.997,-0.04022,0.6421,0.7607,,,0.00001517,0.7514
675,Rgmb,repulsive guidance molecule family member B,2,,,0.9202,0.07819,0.9992,0.09383,0.7603,-0.1968,0.3508,-1.265,0.9722,0.2722,0.9707,-1.165,0.9254,0.3719,0.5968,0.04041,0.9743,-0.04576,0.9748,-0.05932,0.6985,0.2512,0.2954,-0.4626,0.9601,0.1494,0.4541,-0.3932,0.9474,1.121,0.8143,0.9048,0.9992,0.6028,0.6628,-0.7248,0.3266,-0.4125,0.6206,-0.5162,0.008712,-1.953,0.005425,-1.446,,,0.0998,-0.8878,8.63E-09,-1.822,0.6225,-0.1896,0.05174,-0.3736,0.3067,-0.2569,0.7479,-0.1137,0.5149,0.1689,0.9322,-0.06104,0.5282,-0.2436,0.9979,0.002808,0.8877,-0.1873,0.7426,0.1649,0.212,-0.1917,0.7991,0.08694,0.002951,-0.2911,,,,,,,,,0.02782,-0.2008
676,Nexn,nexilin,30,,,0.01917,0.8929,0.3378,0.8222,0.3996,0.5793,0.04486,2.589,0.03055,3.118,0.5896,-2.067,0.1847,-1.537,4.83E-07,1.903,0.4968,0.5516,0.3623,0.7519,0.01084,1.283,0.2286,0.6082,0.1197,2.161,0.4623,-1.176,0.9993,0.2211,0.3961,-1.75,0.9992,0.1938,0.6042,0.9802,0.01704,1.155,0.9842,0.1003,0.7516,1.236,0.176,-0.7913,,,0.2864,-0.8226,0.2112,0.3907,0.9805,0.01418,0.669,-0.1736,0.3288,-0.2356,0.688,0.1566,0.6356,-0.3349,0.9781,-0.009922,0.4161,-0.1698,0.9387,-0.03557,0.9159,-0.06649,0.3439,-0.2153,0.1012,-0.2858,0.001551,-1.147,0.1556,0.1222,0.000005943,0.3121,0.8836,0.4682,0.8468,0.2537,,,0.2558,-0.07555
677,Dock5,dedicator of cytokinesis 5,42,,,0.8348,0.3834,0.9992,-0.06327,0.8807,-0.1605,0.2405,2.092,0.2265,-2.317,0.9707,1.243,0.01319,-3.166,0.6048,-0.1142,0.9496,-0.1262,0.482,-1.714,0.9896,0.01644,0.546,-0.5219,0.9119,-0.3319,0.9482,0.2998,0.7441,2.127,0.9033,-0.5321,0.9992,-0.1489,0.5068,-2.503,0.9141,-0.1052,0.3167,1.901,0.06885,2.4,0.003236,3.208,0.4619,0.3604,1,0,0.00004552,2.718,0.8974,-0.09581,0.3956,0.3381,0.07214,-0.7981,0.3608,-0.3628,0.3254,0.2555,0.3715,0.194,0.9652,-0.0174,0.9098,-0.04997,0.7715,0.1797,0.6297,-0.09117,0.2463,-0.1719,0.03783,-0.3099,0.00003409,0.6357,0.0001011,0.295,0.9167,0.533,0.9316,0.1817,0.8765,0.03231,4.72E-07,0.6589
678,Chst8,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8,3,,,0.4719,-0.495,0.9705,-0.3872,0.6713,-0.3441,0.06361,-1.865,0.9421,-0.1552,0.9991,-0.4719,0.213,1.238,0.000009796,-1.121,0.8548,-0.314,0.167,-3.147,1,0,1,0,0.03948,-2.005,0.2408,-0.9906,0.989,-0.2224,0.4065,-1.75,0.9271,-0.665,0.6532,-1.015,6.29E-11,-3.872,0.1334,-2.459,0.9564,-0.1508,0.001424,-2.552,,,0.1983,-1.989,1,0,0.2466,-0.4658,0.7456,-0.1109,0.3836,0.2337,0.9289,0.05288,0.9295,0.02634,0.8553,0.07803,0.9903,0.007878,0.6991,-0.1759,0.9076,-0.1081,0.9276,0.02208,0.4644,-0.1777,0.1609,-0.2456,0.07253,-0.26,0.8048,-0.03651,0.9755,0.1563,0.7308,-0.3423,0.3725,-0.2683,0.7128,0.0283
679,1500012F01Rik,RIKEN cDNA 1500012F01 gene,13,LPS-Related,,0.262,0.585,0.9992,0.1302,0.8076,-0.2735,0.007639,1.705,0.7963,0.2994,0.8168,0.7221,0.2939,-0.6834,0.000001856,0.9363,0.7019,0.5297,0.7915,0.5111,0.9793,0.02388,0.7078,0.2312,0.02024,2.035,0.1384,1.189,0.9993,-0.0338,0.5478,0.8429,0.9992,-0.08615,0.4915,1.019,0.04475,1.606,0.04343,2.281,0.9044,0.1329,0.003992,1.565,,,0.06829,2.139,0.000001154,1.565,0.01949,0.8238,0.0943,0.5658,0.0005042,0.9004,0.001377,0.8181,0.3098,-0.2323,0.6029,0.1499,0.8521,0.06519,0.9043,0.05253,0.5986,0.4386,0.8347,0.06243,0.08899,0.2847,0.01032,0.9464,,,,,,,,,,,,
680,Fuom,fucose mutarotase,15,,,0.7166,0.5046,0.9992,0.3119,0.7549,0.3868,0.3402,1.972,0.384,1.17,0.9991,-0.5765,0.1665,-1.378,0.00005261,0.9052,1,0,0.5519,1.417,1,0,0.03132,1.776,0.09017,2.068,0.4146,1.245,0.8978,0.6942,0.9813,0.1025,0.9899,0.5205,0.9436,0.1249,0.4721,0.7723,0.2563,2.489,0.1035,1.9,0.04846,1.08,0.559,-0.1126,0.6868,0.408,0.001077,1.48,0.9801,-0.0246,0.4555,0.4527,0.9899,-0.009911,0.7901,0.2298,0.3479,-0.2084,0.3454,0.2213,0.9281,0.02828,0.8494,-0.07611,0.9101,0.08425,0.9197,-0.02595,0.779,0.03655,0.8826,-0.02977,0.6697,-0.07665,0.1178,-0.1305,0.9548,0.2274,0.9322,0.1087,,,0.08237,0.07681
681,1810011O10Rik,RIKEN cDNA 1810011O10 gene,30,,,0.0793,1.01,0.5851,0.7302,0.1499,1.064,0.1587,1.312,0.1071,1.406,0.8016,-0.7661,0.5658,-0.6713,0.000002327,1.847,0.4091,0.8365,0.0212,3.616,0.7551,-0.2902,0.958,-0.04036,0.07775,1.286,0.983,0.02751,0.8262,0.9822,0.8417,-0.4375,0.9936,0.5531,0.5122,-0.9138,0.000002179,-4.179,0.2019,-1.21,0.03377,1.145,0.04947,-0.6359,0.4238,0.6478,0.415,1.067,1,0,0.05288,-0.6615,0.746,0.1294,0.8811,0.04973,0.9823,-0.01819,0.1022,0.5681,0.6811,0.123,0.8114,0.1698,0.6459,-0.1967,0.7071,-0.2286,0.8763,0.04916,0.01083,0.8053,0.0005871,1.356,0.9751,-0.005938,0.01285,-0.2726,0.6076,1.15,0.08213,1.505,0.3341,-0.3299,0.001092,0.1411
682,Mcemp1,mast cell expressed membrane protein 1,12,LPS-Related,,1,0,0.9992,-0.3348,0.8006,-0.295,0.738,0.6981,0.7764,1.094,0.9991,-0.9131,0.8167,-0.5167,0.7861,0.224,1,0,1,0,1,0,0.2348,-1.104,0.2599,1.051,0.8064,0.6737,0.7599,1.401,0.9981,0.01268,0.768,1.202,0.5765,-1.333,0.06298,2.054,0.006107,6.337,0.1435,2.057,0.0005819,3.104,,,0.05426,-1.908,0.000001995,-1.739,0.1231,0.6784,0.002053,1.04,0.01291,1.109,0.1759,0.781,0.8558,-0.153,0.9138,-0.0401,0.6813,0.09938,0.9043,0.0645,0.8272,0.1641,0.4698,-0.1818,0.8343,-0.04129,0.2827,-0.2505,0.0002766,0.9314,0.001094,0.3111,0.9583,-0.2985,0.6319,-0.4118,,,0.01758,0.09783
683,Gins1,GINS complex subunit 1 (Psf1 homolog),26,Proliferation,,0.9126,-0.1762,0.9999,-0.0001505,0.4762,-0.7783,0.9734,0.1633,0.5994,0.96,0.9991,-0.1765,0.8021,0.6203,0.02332,0.2596,1,0,0.8827,-0.5272,0.8549,0.2576,0.3,0.8787,0.6815,0.6252,0.01721,2.049,0.9239,0.5441,0.6373,-0.9255,0.7239,-2.544,0.4283,-2.624,0.04479,1.423,0.7539,-0.4581,0.6312,-0.946,0.004702,1.751,0.00169,-0.9119,0.7756,0.2323,0.00001656,1.901,0.3068,0.4822,0.8321,0.09332,0.2304,0.3726,0.4851,0.2813,0.8608,0.07883,0.4454,0.1906,0.8542,0.05427,0.6839,0.2115,0.8732,0.1215,0.6783,-0.08104,0.5401,-0.1368,0.01376,0.4491,0.001084,-0.413,0.00003399,0.4677,0.9986,0.01802,0.9425,0.1866,0.06264,-0.7617,0.3627,-0.04375
