Gene name,Average UMI per cell (homeostatic microglia),Fold-change (DAM to homeostatic microglia),-log10(DAM) p-value (Mann-Whitney),DAM FDR p-value
Slc25a45,0.201471,-1.033409,1.935863,1.385923
Slc25a46,0.077353,-0.699162,0.171452,0.274982
Slc25a5,0.495294,0.306578,1.674086,1.188551
Slc26a2,0.145588,-0.526866,0.41069,0.384169
Slc27a4,0.065,-0.61609,0.153464,0.273796
Slc29a3,0.844118,-0.80625,2.633849,1.953016
Slc2a4rg-ps,0.007647,NaN,0.711839,0.545409
Slc2a5,0.389412,-1.510819,5.188368,4.221368
Slc30a1,0.045882,1.240047,1.208717,0.86731
Slc30a5,0.090588,-0.412457,0.321697,0.347585
Slc30a7,0.063529,0.742411,0.004249,0.210373
Slc30a9,0.133529,-0.775418,0.21963,0.299664
Slc31a1,0.103235,0.61504,0.639223,0.506388
Slc31a2,0.119118,-2.337963,1.582509,1.121224
Slc33a1,0.056471,-0.583075,0.551147,0.461018
Slc35a3,0.104118,-1.368857,1.187662,0.851944
Slc35a4,0.090588,-0.515961,0.0217,0.217212
Slc35a5,0.152941,-0.156983,0.123958,0.259036
Slc35b1,0.136765,-0.910184,0.920162,0.669126
Slc35b2,0.160588,-0.519328,0.143462,0.268955
Slc35b3,0.015588,0.689004,0.565739,0.469004
Slc35c1,0.058824,0.711668,0.820279,0.6053
Slc35c2,0.236471,-0.9862,1.127578,0.809401
Slc35d1,0.037353,-3.156723,0.940441,0.678017
Slc35d2,0.018529,-1.444878,0.069624,0.235301
Slc35e1,0.139118,0.006962,1.056578,0.75916
Slc35f3,0.014706,NaN,0.341113,0.353371
Slc35f5,0.077941,-0.663298,0.39188,0.374281
Slc36a1,0.168824,-0.203662,0.933764,0.674906
Slc37a2,0.19,0.051161,0.485785,0.427132
Slc38a1,0.167647,0.671497,1.273064,0.909381
Slc38a2,0.188824,0.063953,0.413289,0.385263
Slc38a6,0.048235,-0.082646,0.750111,0.563105
Slc38a9,0.141176,-0.395448,0.064575,0.235125
Slc39a1,0.192647,0.087636,0.675175,0.525177
Slc39a13,0.061176,-2.698553,1.099606,0.78794
Slc39a14,0.031471,0.549927,0.355706,0.355962
Slc39a6,0.074706,-1.87132,0.440303,0.400165
Slc39a7,0.127941,-0.393751,0.264523,0.32077
Slc39a8,0.080294,-1.012868,0.676893,0.525664
Slc3a2,0.69,-0.498292,0.63116,0.501121
Slc40a1,0.300588,-2.056693,5.796908,4.797489
Slc43a2,0.164412,-0.601255,0.370666,0.363359
Slc43a3,0.036176,-0.277662,0.983709,0.707541
Slc44a1,0.055882,1.745922,4.221453,3.345069
Slc44a2,0.320294,0.233022,0.911254,0.663692
Slc46a1,0.217353,-1.578527,3.329605,2.563817
Slc46a3,0.160294,-0.909422,0.309467,0.34176
Slc4a1,0.027059,NaN,0.341113,0.353477
Slc4a1ap,0.035,-1.603424,0.113082,0.253857
Slc4a7,0.215882,-1.49785,2.788496,2.089565
Slc50a1,0.170588,-0.880341,1.194165,0.857033
Slc5a3,0.032353,-1.248958,0.265659,0.32095
Slc5a6,0.029118,-3.212432,0.64184,0.507377
Slc6a6,0.301176,0.034086,0.718032,0.545498
Slc7a6os,0.038529,-1.501021,0.725639,0.550347
Slc7a7,0.315,-0.965994,1.356426,0.963927
Slc7a8,0.325882,-0.54707,0.800412,0.592334
Slc9a1,0.110882,-0.617934,0.230406,0.305164
Slc9a3r1,0.073824,-1.162302,0.714173,0.544219
Slc9a6,0.048235,0.229298,0.49747,0.431539
Slc9a9,0.366471,-1.395844,4.770916,3.835019
Slco2b1,2.61,-1.270084,17.936384,16.321678
Slco4a1,0.061471,-4.875397,4.050997,3.193029
Slfn2,0.057941,-0.883199,0.257354,0.316837
Slfn8,0.202353,-1.979593,3.078569,2.341009
Slfn9,0.012941,NaN,0.711839,0.545568
Slk,0.155,-0.273059,0.13931,0.266348
Slmap,0.203529,-0.312647,0.660928,0.517936
Slmo2,0.057941,0.0428,0.666064,0.52004
Sltm,0.110588,-0.175732,0.292771,0.331575
Slu7,0.127059,0.394487,0.596119,0.484178
Slx1b,0.121176,-0.877258,0.17614,0.276058
Slx4,0.024706,1.393841,0.13799,0.265191
Smad1,0.181176,-0.601934,0.785188,0.585111
Smad2,0.093529,-0.223533,0.117298,0.256104
Smad3,0.195588,-1.045403,1.704524,1.208897
Smad4,0.146765,-1.200197,0.158558,0.275083
Smad5,0.16,-1.026682,1.014281,0.73024
Smad7,0.329706,-1.478429,1.50309,1.065965
Smap1,0.215588,-0.525836,0.734433,0.555873
Smap2,0.792353,-0.41002,1.567079,1.108928
Smarca2,0.137353,-1.001894,0.821034,0.605519
Smarca4,0.110294,-0.179626,0.270076,0.322099
Smarca5,0.183235,-0.063109,0.792063,0.588352
Smarcad1,0.066471,-0.740289,0.029417,0.22019
Smarcal1,0.069706,-0.427425,0.799218,0.592367
Smarcb1,0.057353,-1.775368,0.798566,0.592065
Smarcc1,0.119412,-1.013195,0.692323,0.533951
Smarcc2,0.141176,-1.333462,0.413068,0.385389
Smarcd1,0.023529,0.182459,0.449367,0.405035
Smarcd2,0.081176,0.199171,0.895574,0.652602
Smarce1,0.096471,-1.277662,1.151477,0.827149
Smc1a,0.113824,0.478946,0.042467,0.223819
Smc3,0.182059,-0.413927,0.399553,0.378087
Smc6,0.127353,0.033741,0.201414,0.288534
Smchd1,0.119706,-0.393979,0.358015,0.357293
Smcr7,0.017059,NaN,1.334565,0.950834
Smcr8,0.137059,-0.832552,0.195753,0.284825
Smek1,0.061176,-0.409046,0.111361,0.252687
Smek2,0.140588,-0.593171,0.531879,0.45167
Smg1,0.158824,-0.622802,1.901906,1.359612
Smg6,0.021765,0.48049,0.461378,0.411959
Smg7,0.086176,-0.823636,0.728733,0.552137
Smn1,0.025,0.444939,0.52239,0.446475
Smndc1,0.141176,-1.615497,2.689503,1.999715
Smo,0.055294,0.354189,0.676529,0.525761
Smox,0.127353,-0.348832,0.053144,0.22902
Smpd1,0.092353,-0.970806,0.482811,0.425773
Smpd2,0.056176,-2.938112,1.33081,0.950224
Smpd4,0.017941,0.923593,1.05597,0.758767
Smu1,0.108824,0.00794,0.303752,0.33826
Smurf1,0.072353,-0.571394,0.148824,0.271704
Smurf2,0.14,-0.996766,1.78414,1.267238
Smyd3,0.025882,-2.168038,0.277786,0.326324
Smyd5,0.018824,1.117364,0.255577,0.316574
Snap23,0.152353,-0.429959,0.062415,0.233845
Snap25,0.000882,NaN,0.341113,0.353583
Snap47,0.026176,0.970939,1.911522,1.366949
Snapc1,0.037941,0.312588,0.017493,0.215011
Snapc2,0.021176,-0.052561,0.775693,0.578707
Snapc5,0.095588,-0.770867,0.541291,0.455554
Snapin,0.126176,-0.763125,0.125427,0.259548
Sncaip,0.037941,0.106137,0.378013,0.36693
Snd1,0.108235,0.314025,1.417768,1.005499
Snf8,0.081765,0.1139,1.453041,1.029387
Snhg12,0.045294,0.398066,0.603751,0.487426
Snhg5,0.023529,-3.168038,0.931445,0.674752
Snip1,0.066471,-0.630665,0.393652,0.374806
Snn,0.554706,-1.665448,8.862551,7.692436
SNORA70,0,NaN,NaN,NaN
Snora7a,0,NaN,0.73654,0.556502
Snord104,0.002647,1.831962,0.584494,0.475776
Snord22,0.023235,-1.471819,0.063506,0.234423
Snord33,0.032941,0.346535,1.687992,1.198783
Snord99,0.001176,-0.168038,0.165535,0.275864
Snrnp200,0.144412,0.04213,0.386182,0.371067
Snrnp27,0.091471,-1.022544,0.833338,0.612614
Snrnp48,0.053235,-0.809903,0.023119,0.217937
Snrnp70,0.107647,-0.011312,0.312194,0.343881
Snrpa1,0.049118,-2.381817,0.857099,0.628533
Snrpb,0.180882,0.374874,2.37288,1.737074
Snrpb2,0.257353,-1.046359,1.009587,0.726798
Snrpc,0.044706,-0.094037,0.015395,0.214015
Snrpd1,0.052353,0.660009,1.668318,1.184112
Snrpd2,0.063824,0.593973,0.857804,0.62887
Snrpd3,0.072059,0.387177,0.708625,0.544739
Snrpe,0.145882,-0.962363,0.394879,0.375237
Snta1,0.202353,-2.549909,4.369571,3.477363
Snupn,0.028529,NaN,2.058898,1.479435
Snw1,0.203235,-0.386261,0.177787,0.277013
Snx1,0.112059,0.534439,1.47078,1.043943
Snx10,0.076176,1.233006,1.026406,0.738796
Snx13,0.149706,-0.283043,0.705091,0.54263
Snx14,0.095294,-0.984326,1.395185,0.99016
Snx16,0.005,1.992427,0.579526,0.473731
Snx17,0.247647,-0.27469,0.16272,0.276158
Snx18,0.326176,-0.428213,0.786911,0.586143
Snx19,0.099706,-0.146915,1.247279,0.890326
Snx2,0.286765,-1.342409,2.384712,1.747022
Snx20,0.194706,-0.961296,0.159561,0.274921
Snx24,0.070294,-0.024511,0.584065,0.475626
Snx25,0.035588,0.819989,0.332338,0.351933
Snx27,0.087941,-0.304577,0.16696,0.275176
Snx29,0.023235,-3.149891,0.172028,0.275215
Snx3,0.261176,0.327565,2.143565,1.545547
Snx30,0.092353,-0.668243,0.766939,0.573361
Snx4,0.115882,-1.266528,0.420859,0.388989
Snx5,1.05,-0.607802,2.507561,1.851552
Snx6,0.299412,-1.775855,3.700803,2.886076
Snx7,0.01,-0.448146,0.574574,0.471682
Snx9,0.092353,-0.24349,0.565282,0.468682
Soat1,0.116471,1.224973,4.470088,3.56584
Socs3,0.043824,-1.065278,0.260759,0.318912
Socs4,0.120588,-1.59959,1.275623,0.91043
Socs6,0.108824,1.111152,3.250248,2.492625
Sod1,0.245,0.854303,2.363173,1.728774
Son,0.852353,-1.0634,2.64966,1.964636
Sord,0.126765,-0.030839,0.374224,0.365145
Sorl1,0.081765,0.43412,1.198899,0.860346
Sort1,0.507647,-1.072632,3.133897,2.392158
Sos1,0.081176,-0.800829,0.228106,0.304052
Sos2,0.05,0.329462,0.105073,0.249762
Sox4,0.39,-2.140024,5.297561,4.324472
Sp1,0.227353,-0.607544,0.96459,0.692307
Sp110,0.094118,0.17537,1.330693,0.950368
Sp2,0.032941,0.399647,0.081272,0.239538
Sp3,0.179706,-1.400699,1.602047,1.134108
Sp4,0.033529,-2.541496,0.50038,0.432928
Spaca1,0.017647,NaN,0.341113,0.353688
Spag7,0.081471,-1.014994,1.045473,0.75256
Spag9,0.145,-0.894313,0.172903,0.275661
Sparc,11.989706,-0.83641,28.630962,26.609267
Sparcl1,0.002059,2.484039,0.98777,0.71078
Spast,0.081471,-1.237386,1.165593,0.838042
Spata13,0.325588,-0.5024,0.825457,0.608332
Spata24,0.014412,-2.782748,0.065415,0.235083
Spata7,0.024118,-2.52559,0.340857,0.354276
Spc24,0.005,-0.255501,0.250564,0.316259
Spc25,0.014118,0.247,0.933434,0.675364
Spcs1,0.347059,-0.112866,0.691215,0.533625
Spcs2,0.426176,-0.012455,0.219654,0.299508
Spcs3,0.216471,-0.434212,0.554102,0.462767
Specc1,0.19,-0.514744,1.049964,0.754911
Speg,0.014118,2.436824,4.303631,3.418156
Spen,0.125,-1.489966,1.575694,1.115979
Spg20,0.111765,-0.499489,0.128117,0.260878
Spg21,0.134118,-0.841057,0.495143,0.430854
Spg7,0.061176,0.15389,0.055433,0.230365
Sphk2,0.061471,0.243544,0.500821,0.432988
Spint1,0.302941,-0.343576,0.162896,0.276166
Spire1,0.151471,-0.148561,0.17744,0.276838
Spna2,0.048529,-0.142043,0.473844,0.420263
Spns1,0.130882,-0.217507,0.00318,0.209845
Spns2,0.030588,0.014165,0.793078,0.588322
Spock1,0.002059,0.60957,0.165535,0.275948
Spop,0.116176,0.405926,0.219897,0.29966
Spopl,0.018529,-1.238427,0.414428,0.385357
Spp1,0.035588,4.312911,29.102839,27.069563
Sppl3,0.252353,-0.38149,0.553193,0.46226
Spred1,0.289412,-0.779636,1.759606,1.25225
Spry1,0.094412,-0.551953,0.396185,0.376201
Spsb1,0.161765,-0.438436,0.309988,0.342079
Sptlc1,0.100882,-0.27722,0.254204,0.316427
Sptlc2,0.218529,-0.254045,0.164123,0.275883
Spty2d1,0.095294,-0.15916,0.048924,0.227331
Sqrdl,0.205588,-1.771696,4.147744,3.280265
Sqstm1,0.304412,0.066845,0.203584,0.289457
Sra1,0.085588,0.583725,1.17474,0.844173
Srcap,0.032941,-1.515961,0.48586,0.427083
Srcin1,0,NaN,NaN,NaN
Srd5a3,0.158235,-0.314688,0.487526,0.42825
Srebf2,0.009706,2.670211,2.244862,1.630603
Srek1,0.042353,-0.293569,0.110279,0.252311
Srek1ip1,0.171765,-2.249338,1.752196,1.246933
Srgap2,1.050294,-1.736531,12.918412,11.534418
Srgn,0.372647,0.540176,3.645799,2.839505
Sri,0.134118,-0.279829,0.517374,0.443655
Srm,0.092941,0.200607,0.156919,0.27444
Srp14,0.214118,-0.305145,0.160191,0.275134
Srp19,0.109706,-0.699842,0.043969,0.224605
Srp68,0.128235,-1.053579,0.636195,0.504539
Srp72,0.192353,-0.549641,0.257314,0.316891
Srpk1,0.068529,0.147685,0.524262,0.447829
Srpk2,0.038824,0.853657,0.423867,0.390356
Srpr,0.207941,-0.468697,0.137977,0.265259
Srprb,0.100588,0.247,0.324155,0.348401
Srrd,0.058824,0.765535,0.124077,0.259075
Srrm1,0.255882,-0.246409,0.047463,0.226806
Srrm2,0.371471,-0.040224,0.151536,0.272609
Srrt,0.116176,-1.16439,0.601849,0.486659
Srsf1,0.212059,-0.673209,0.488825,0.428676
Srsf10,0.090588,-0.457545,0.100428,0.247835
Srsf11,0.267941,-0.880404,1.604885,1.136307
Srsf2,0.188824,-0.035036,0.13536,0.264099
Srsf3,0.347647,-1.151051,2.572728,1.904737
Srsf4,0.129412,-1.609548,2.438502,1.794632
Srsf5,0.252941,-0.706777,1.431417,1.014347
Srsf6,0.237647,-0.803882,0.349552,0.353918
Srsf7,0.183529,-0.945645,1.230875,0.878595
Srsf9,0.353235,-0.2534,0.225268,0.302308
Ss18,0.174412,-1.437412,2.00801,1.440358
Ssb,0.377647,-0.963086,1.361201,0.966279
Ssbp1,0.083529,-0.874842,0.320464,0.346762
Ssbp2,0.049412,-0.702374,0.56198,0.467142
Ssbp3,0.091471,-2.804952,3.431717,2.651752
Ssbp4,0.103235,-0.356579,0.103579,0.248891
Ssfa2,0.159706,-0.958226,1.273935,0.910001
Ssh1,0.020294,1.530793,1.873749,1.337851
Ssh2,1.002353,-1.334791,6.625164,5.567754
Ssna1,0.036471,0.320709,0.36643,0.361219
Ssr1,0.375588,-0.260169,0.051908,0.228436
Ssr2,0.205294,-0.143446,0.251656,0.316041
Ssr3,0.319412,-0.333983,0.039612,0.223179
Ssr4,0.271765,1.561414,14.123528,12.680412
Ssrp1,0.155588,-0.75573,0.255419,0.316605
Sssca1,0.163529,-0.368116,0.347773,0.352784
Ssu72,0.111176,0.004429,0.320071,0.346573
Ssx2ip,0.015882,0.720931,0.982638,0.706881
St13,0.355882,-0.259082,0.300807,0.336819
St14,0.01,3.86344,9.50725,8.294938
St3gal2,0.244706,-0.493438,0.047171,0.22673
St3gal3,0.066176,-0.832072,0.504316,0.435465
St3gal5,0.297647,-0.62747,1.546661,1.094094
St3gal6,0.750294,-1.05862,6.242713,5.211777
St6gal1,0.075588,1.314178,2.938745,2.215788
St6galnac4,0.196471,-0.563057,0.303461,0.33837
St6galnac6,0.022353,-1.509075,0.643338,0.507986
St7,0.011176,0.39139,0.651112,0.511433
St8sia1,0,NaN,NaN,NaN
St8sia6,0.039706,2.455586,9.481259,8.272478
Stab1,0.343824,-2.526207,8.736682,7.571366
Stag1,0.110294,-0.011426,0.034224,0.220773
Stag2,0.226765,0.077425,0.159721,0.274998
Stag3,0.006471,NaN,0.711839,0.545727
Stam,0.064412,-2.855362,1.74337,1.240535
Stam2,0.049118,0.436943,0.308446,0.341143
Stambp,0.067941,-1.291866,0.301799,0.33741
Stambpl1,0.117647,-3.111454,2.206512,1.59891
Stard3,0.275882,-0.30339,0.814876,0.602387
Stard3nl,0.144412,-0.507704,0.069768,0.235149
Stard7,0.107059,-1.526085,1.227819,0.876761
Stard8,0.136471,-1.231603,1.418773,1.005942
Stard9,0.184118,-2.676697,3.055101,2.320501
Stat1,0.161471,0.057729,0.493286,0.430507
Stat2,0.030588,0.15389,0.497152,0.431348
Stat3,0.186471,-0.31147,0.075222,0.236648
Stat5b,0.069706,0.020034,0.116754,0.255876
Stat6,0.222941,-0.462629,0.787055,0.586115
Stau1,0.115588,0.748852,1.299245,0.926936
Stau2,0.030588,0.701378,1.371185,0.972739
Stim1,0.094118,-2.204564,1.597498,1.130516
Stim2,0.041176,2.268733,2.092222,1.507777
Stk10,0.227647,-1.113176,0.710937,0.545621
Stk11,0.095,-0.119724,0.273199,0.32387
Stk11ip,0.052059,-1.50636,0.188579,0.281091
Stk24,0.145,-1.345297,0.990225,0.712617
Stk38,0.137059,-0.882477,0.204914,0.290429
Stk4,0.262353,-1.062047,1.2693,0.906871
Stk40,0.126471,-1.215791,0.110637,0.252512
Stra13,0.043235,0.373757,0.682157,0.528612
Strada,0.032353,0.240427,0.521772,0.446375
Stradb,0.073824,-1.616019,0.204613,0.290307
Strap,0.144118,-0.837889,0.027563,0.219596
Strn,0.043529,0.980061,1.032741,0.742805
Strn3,0.151765,-0.839415,1.102217,0.789881
Strn4,0.039706,0.549562,0.556287,0.463339
Stt3a,0.212941,-0.841335,0.558879,0.464852
Stt3b,0.191765,-0.361948,0.023771,0.218243
Stub1,0.057941,0.61079,0.698456,0.537887
Stx12,0.119706,0.014826,0.618826,0.49331
Stx16,0.050882,-0.063507,0.126343,0.259825
Stx18,0.078824,-2.064202,0.760878,0.569839
Stx2,0.110588,-0.941267,0.506108,0.436109
Stx4a,0.128824,-0.427125,0.318881,0.346099
Stx5a,0.115882,-0.423767,0.176738,0.276223
Stx6,0.046176,0.331757,0.452165,0.406748
Stx7,0.283529,0.61604,2.012788,1.444332
Stxbp2,0.084118,-0.421019,0.303671,0.33838
Stxbp3a,0.158824,-0.793642,1.612629,1.140841
Stxbp5,0.133824,-1.102943,0.278475,0.326429
Sub1,0.333529,-0.013747,0.007977,0.211592
Sucla2,0.074706,-1.249832,0.585322,0.476045
Suclg1,0.105,-0.018462,0.414203,0.385248
Sugp2,0.023235,0.737635,0.069107,0.235452
Sugt1,0.142059,-0.270136,0.24846,0.316113
Sulf2,0.037941,2.428065,10.06333,8.815961
Sult1a1,0.244412,-1.407311,4.063246,3.203707
Sumf1,0.144118,0.085149,0.131493,0.262328
Sumf2,0.013235,0.983965,1.579403,1.119061
Sumo1,0.096765,-0.217099,0.423868,0.39024
Sumo3,0.151176,0.035791,0.090793,0.243816
Sun1,0.027647,-0.967739,0.675197,0.525045
Sun2,0.363824,0.275294,0.827773,0.609571
Suox,0.028529,NaN,0.711839,0.545887
Supt4h1,0.081471,0.193953,0.290871,0.33166
Supt5h,0.134706,-0.35619,0.393638,0.375018
Supt6h,0.106765,-0.671864,0.019617,0.21603
Supt7l,0.023529,-1.242038,0.375036,0.365624
Surf1,0.037353,0.183127,0.703954,0.541809
Surf2,0.067941,-0.679937,0.064705,0.235109
Surf4,0.326765,-0.164147,0.162597,0.276118
Surf6,0.027647,-0.137664,0.034069,0.220688
Susd3,0.555882,-1.685886,8.8129,7.645991
Suv39h1,0.018529,-0.444878,0.656787,0.515304
Suv420h1,0.133529,-0.886062,0.357597,0.357092
Suz12,0.118529,-0.593855,0.478977,0.423424
Svil,0.016176,-0.19451,0.032088,0.220472
Swap70,0.083824,0.16096,0.32957,0.350824
Swi5,0.103235,0.041971,1.3427,0.955801
Syap1,0.067353,-0.407329,0.159858,0.275051
Syf2,0.254412,-0.95881,1.881869,1.345223
Sykb,0.231765,-1.380699,2.64509,1.961118
Sympk,0.012647,-0.893863,0.381406,0.368648
Syncrip,0.218824,0.064293,0.11915,0.256769
Syngr1,0.471176,1.683157,22.448378,20.625051
Syngr2,0.703824,-0.470802,0.870153,0.636403
Synj1,0.131765,-0.098876,0.428004,0.393081
Synj2bp,0.078824,-0.291613,0.068878,0.235594
Synrg,0.188824,-0.534465,0.492739,0.430588
Sypl,0.310588,-0.146343,0.130008,0.261647
Sys1,0.141765,-0.014838,0.163541,0.276141
Syvn1,0.126765,-0.842766,0.163961,0.275974
Szt2,0.019412,-4.212432,0.642935,0.508028
Tab1,0.018824,0.189514,0.346627,0.352389
Tab2,0.492941,-1.174941,4.54285,3.628009
Tacc1,0.517941,-0.5622,1.572766,1.113364
Tada1,0.041176,-1.049393,0.131384,0.262461
Tada2a,0.027647,-1.722627,0.382554,0.369236
Tada2b,0.085882,-2.450972,0.449173,0.405202
Tada3,0.093235,-1.775937,0.519676,0.445312
Taf1,0.056176,-0.101611,0.165384,0.276134
Taf10,0.088824,-0.27716,0.172998,0.275585
Taf12,0.053235,-0.62349,0.500129,0.433184
Taf15,0.037353,-0.249832,0.166616,0.27517
Taf1c,0.023824,0.536506,0.29008,0.331462
Taf1d,0.093529,-2.837065,1.794381,1.27461
Taf3,0.038235,-0.462485,0.617666,0.493309
Taf4a,0.097647,-1.083646,0.874154,0.638912
Taf5,0.010882,0.014826,0.485499,0.427095
Taf7,0.052647,-1.225589,0.170989,0.275118
Tagap,0.193529,-2.400699,3.918282,3.07344
Tagln2,0.075588,0.665541,1.891472,1.3522
Tal1,0.092941,-0.438396,0.268197,0.321377
Taldo1,0.294706,-0.173809,0.370026,0.36294
Tanc2,0.775294,-0.956633,4.307414,3.421104
Tank,0.032941,0.548169,1.040961,0.748687
Taok1,0.379118,-0.900162,2.491121,1.837567
Taok2,0.087353,-0.305541,0.074926,0.236577
Taok3,0.131765,0.013292,0.703713,0.541883
Tap2,0.080882,-0.656616,0.02708,0.219532
Tapbp,0.679412,0.478464,3.516192,2.725619
Tardbp,0.145882,-0.360683,0.178869,0.277142
Tars,0.133529,-1.226402,0.109436,0.251937
Tatdn3,0.012941,NaN,0.875241,0.639438
Tax1bp1,0.400588,-0.998348,1.385156,0.983159
Taz,0.081471,0.51912,0.937629,0.676991
Tbc1d13,0.066176,0.051604,0.218957,0.299172
Tbc1d14,0.138235,-0.552702,0.29809,0.335002
Tbc1d15,0.091765,-0.534577,0.057166,0.231444
Tbc1d16,0.136176,-1.254722,0.921165,0.668964
Tbc1d17,0.101176,-1.290522,1.399716,0.992475
Tbc1d19,0.031176,-1.141071,0.08804,0.242894
Tbc1d20,0.112059,0.269542,0.131201,0.262439
Tbc1d22a,0.119118,-0.710875,0.512118,0.440584
Tbc1d24,0.032353,-1.042507,0.215513,0.296722
Tbc1d2b,0.060882,-0.6717,0.735662,0.556609
Tbc1d4,0.06,-1.225753,0.606102,0.487926
Tbc1d5,0.19,-1.003582,1.274113,0.909927
Tbc1d8,0.044706,0.743906,1.003045,0.722337
Tbc1d9,0.201765,-1.138892,1.25522,0.89678
Tbc1d9b,0.126176,-0.26182,0.466262,0.415256
Tbcb,0.122059,-1.561225,0.920358,0.669127
Tbcc,0.039118,0.151719,0.006555,0.210918
Tbccd1,0.055294,-0.050201,0.155604,0.274863
Tbcd,0.022941,2.131522,1.69918,1.206605
Tbk1,0.108824,-0.442032,0.31989,0.346698
Tbl1x,0.24,-1.39752,2.596559,1.922964
Tbl1xr1,0.203235,-0.161788,0.246105,0.31478
Tbl2,0.033529,-0.791475,0.346488,0.352358
Tbp,0.040294,-1.408089,0.776514,0.579185
Tbpl1,0.102059,-0.519367,0.243905,0.3136
Tbrg1,0.041765,0.236804,0.441978,0.400885
Tbxas1,0.500588,0.047314,0.855831,0.627817
Tcea2,0.003529,1.706431,0.617921,0.493274
Tceal1,0.046176,0.785269,0.586615,0.476919
Tceal8,0.056471,0.426909,0.679497,0.527188
Tceanc,0.029412,-0.226932,0.648193,0.51001
Tceb1,0.087059,0.622509,0.053935,0.229448
Tceb2,0.164412,0.849916,4.467294,3.564786
Tceb3,0.327059,-0.987771,1.523019,1.0793
Tcerg1,0.079412,-0.424675,0.070244,0.235253
Tcf12,0.111176,-1.642817,0.380624,0.368537
Tcf19,0.001471,4.532402,0.98777,0.710986
Tcf25,0.247647,-0.030846,0.366407,0.361306
Tcf3,0.086176,-0.49243,0.330659,0.351499
Tcf4,0.528235,-1.439451,5.370653,4.396541
Tcf7l2,0.090294,-2.144731,1.180711,0.847811
Tcfap4,0.021471,-5.357862,0.645131,0.508292
Tcfe3,0.277647,-1.64129,2.434566,1.791174
Tcfeb,0.064118,-0.041404,0.011398,0.212762
Tcirg1,0.190588,0.18211,0.921118,0.669111
Tcn2,0.844706,-0.074677,0.213547,0.295566
Tcof1,0.072941,0.605686,0.618587,0.493216
Tcp1,0.159118,-0.219617,0.254442,0.316476
Tcp11l2,0.085294,-1.062545,0.604923,0.48746
Tcta,0.022647,-0.734385,0.076934,0.237233
Tdp1,0.014118,-1.431072,0.065415,0.234936
Tdrd3,0.024118,-2.066158,0.542336,0.456069
Tdrd7,0.056471,-0.524182,0.097413,0.246828
Tead3,0.007941,-2.922925,0.344921,0.352396
Tec,0.113824,0.333804,0.912089,0.66395
Tecpr1,0.065882,0.51646,1.061338,0.761974
Tecpr2,0.005588,0.976352,0.229926,0.304959
Tecr,0.207647,0.513096,1.5464,1.094141
Tef,0.136471,-1.107156,1.036778,0.745143
Telo2,0.05,-0.646691,0.232829,0.306854
Tep1,0.057059,0.875905,2.420633,1.779626
Terf1,0.079412,-2.600997,0.359192,0.357924
Terf2,0.105882,-0.777248,0.416197,0.386078
Terf2ip,0.080294,-1.45344,0.513437,0.441518
Tes,0.075294,-0.741773,0.11005,0.252238
Tet1,0.012353,-2.560355,0.344921,0.352503
Tet2,0.045,0.000839,0.077604,0.237603
Tet3,0.094706,-0.784709,0.174884,0.275492
Tex10,0.037353,-2.57176,1.33797,0.952394
Tex2,0.016765,-0.831003,0.440215,0.400196
Tex261,0.208235,0.353041,1.450155,1.02679
Tex264,0.123529,-1.358721,0.40389,0.381165
Tfam,0.105,-0.789837,0.072679,0.236049
Tfb1m,0.029706,-1.182393,0.634187,0.503413
Tfdp2,0.032353,-3.62747,0.787927,0.586642
Tfg,0.182647,-0.846575,0.680473,0.527392
Tfip11,0.11,-0.476528,0.433473,0.396069
Tfpi,0.075294,0.898051,1.301491,0.92867
Tgfa,0.020882,-0.562898,0.605036,0.48743
Tgfb1,0.53,-0.911959,3.495758,2.707193
Tgfbi,0.147647,-0.2816,0.453702,0.407197
Tgfbr1,2.848824,-0.674167,8.196404,7.061793
Tgfbr2,1.018824,0.644069,3.527451,2.734184
Tgfbrap1,0.109706,-1.052858,1.533956,1.085683
Tgif2,0.03,-1.448146,0.639273,0.50629
Tgm2,0.149706,-5.352205,6.3724,5.335588
Tgoln1,0.591765,-0.39426,0.649194,0.510413
Tgs1,0.196176,-1.14019,0.645013,0.50877
Th1l,0.035588,0.513012,0.017493,0.214942
Thada,0.048235,-1.52559,0.920468,0.669044
Thap1,0.009118,-1.800306,0.289573,0.331252
Thbs1,0.012353,1.668463,2.210228,1.601745
Thoc2,0.169118,-0.38126,0.049377,0.227495
Thoc4,0.078235,0.034068,0.687672,0.531798
Thoc7,0.098235,-0.585958,0.129586,0.261546
Thrap3,0.152059,-0.374703,0.126038,0.259839
Thrsp,0.128824,-0.235466,0.597105,0.4846
Thtpa,0.035,-0.740928,0.043374,0.224226
Thumpd1,0.035588,1.07297,0.053163,0.228967
Thumpd2,0.012647,1.336435,0.82049,0.605332
Thumpd3,0.123235,-1.058665,0.5699,0.470166
Tia1,0.094412,-1.939879,1.31356,0.936874
Tial1,0.15,-0.441292,0.874975,0.639546
Tiam1,0.032941,-1.88793,0.671033,0.522567
Ticam1,0.080882,-1.061872,0.215195,0.296584
Ticam2,0.03,-0.34861,0.086541,0.242003
Tie1,0,NaN,NaN,NaN
Tifa,0.291471,-1.012255,1.80923,1.286209
Tifab,0.242353,-1.239829,1.942376,1.390116
Tigd2,0.097647,-0.116813,0.359176,0.358017
